"folio","edad","sexo","educacion","cse","n_personas","macrozona","prob_gastar_comida_fuera","gasto_cond_comida_fuera","gasto_esp_comida_fuera"
110960401,47,"2","5",NA,2,NA,NA,89725.4335691707,NA
110960501,46,"1","9",NA,4,NA,NA,89725.4335691707,NA
110960701,59,"2","9",NA,3,NA,NA,89725.4335691707,NA
110960801,63,"1","5",NA,3,NA,NA,89725.4335691707,NA
111090101,70,"1",NA,"2",2,NA,NA,89725.4335691707,NA
111090201,74,"1",NA,"2",2,NA,NA,89725.4335691707,NA
111090401,34,"2","7","2",1,NA,NA,89725.4335691707,NA
111090501,85,"2",NA,"2",2,NA,NA,89725.4335691707,NA
111090701,58,"1","5","2",1,NA,NA,89725.4335691707,NA
111090801,69,"2","3","2",2,NA,NA,89725.4335691707,NA
111110201,82,"1","1",NA,4,NA,NA,89725.4335691707,NA
111110501,46,"2","11",NA,2,NA,NA,89725.4335691707,NA
111110601,41,"2","9",NA,2,NA,NA,89725.4335691707,NA
111110701,28,"2","11",NA,1,NA,NA,89725.4335691707,NA
111110702,28,"2","10",NA,1,NA,NA,89725.4335691707,NA
111280101,47,"1","11",NA,4,NA,NA,89725.4335691707,NA
111280201,66,"1","5",NA,4,NA,NA,89725.4335691707,NA
111280301,59,"1","8",NA,4,NA,NA,89725.4335691707,NA
111280501,55,"1","9",NA,3,NA,NA,89725.4335691707,NA
111280601,73,"2",NA,NA,3,NA,NA,89725.4335691707,NA
111280801,58,"2","8",NA,2,NA,NA,89725.4335691707,NA
111350101,54,"1","6","2",4,NA,NA,89725.4335691707,NA
111350201,50,"2","6","2",3,NA,NA,89725.4335691707,NA
111350301,71,"2",NA,"2",2,NA,NA,89725.4335691707,NA
111350401,39,"2","5","2",5,NA,NA,89725.4335691707,NA
111350701,64,"2",NA,"2",2,NA,NA,89725.4335691707,NA
111490101,22,"1","-88","2",2,NA,NA,89725.4335691707,NA
111490301,68,"1",NA,"2",4,NA,NA,89725.4335691707,NA
111490401,52,"1","6","2",1,NA,NA,89725.4335691707,NA
111490501,37,"2","9","2",3,NA,NA,89725.4335691707,NA
111490601,30,"1","9","2",5,NA,NA,89725.4335691707,NA
111490701,52,"1",NA,"2",4,NA,NA,89725.4335691707,NA
111550201,60,"2","1","2",3,NA,NA,89725.4335691707,NA
111550301,67,"2","5","2",2,NA,NA,89725.4335691707,NA
111550401,34,"1","7","2",4,NA,NA,89725.4335691707,NA
111550501,56,"2","5","2",1,NA,NA,89725.4335691707,NA
111550601,59,"2","1","2",2,NA,NA,89725.4335691707,NA
111600201,66,"1","1",NA,1,NA,NA,89725.4335691707,NA
111600301,68,"1","8",NA,2,NA,NA,89725.4335691707,NA
111600401,74,"1","3",NA,2,NA,NA,89725.4335691707,NA
111600501,71,"1",NA,NA,2,NA,NA,89725.4335691707,NA
111600601,46,"1","5",NA,1,NA,NA,89725.4335691707,NA
111600801,61,"1","1",NA,2,NA,NA,89725.4335691707,NA
111710101,35,"2","11","3",3,NA,NA,89725.4335691707,NA
111710201,54,"2","8","3",4,NA,NA,89725.4335691707,NA
111710501,34,"2","11","3",2,NA,NA,89725.4335691707,NA
111710601,60,"2","3","3",3,NA,NA,89725.4335691707,NA
111710701,53,"2","7","3",4,NA,NA,89725.4335691707,NA
111830101,61,"2","5","2",3,NA,NA,89725.4335691707,NA
111830301,56,"1","8","2",2,NA,NA,89725.4335691707,NA
111830501,60,"2","6","2",2,NA,NA,89725.4335691707,NA
111830601,48,"2","9","2",6,NA,NA,89725.4335691707,NA
111830701,21,"1","1","2",3,NA,NA,89725.4335691707,NA
111830801,75,"2","3","2",1,NA,NA,89725.4335691707,NA
111840101,35,"1","11","3",2,NA,NA,89725.4335691707,NA
111840301,66,"2","4","3",1,NA,NA,89725.4335691707,NA
111840401,55,"2","5","3",3,NA,NA,89725.4335691707,NA
111840501,73,"2","3","3",1,NA,NA,89725.4335691707,NA
111840701,24,"1","10","3",3,NA,NA,89725.4335691707,NA
111840801,28,"2","11","3",4,NA,NA,89725.4335691707,NA
112330101,56,"2","5",NA,3,NA,NA,89725.4335691707,NA
112330801,46,"1","6",NA,2,NA,NA,89725.4335691707,NA
112410101,60,"1","9",NA,4,NA,NA,89725.4335691707,NA
112410201,62,"1","9",NA,3,NA,NA,89725.4335691707,NA
112410301,45,"1","11",NA,2,NA,NA,89725.4335691707,NA
112410601,88,"1",NA,NA,2,NA,NA,89725.4335691707,NA
112410801,43,"1","11",NA,4,NA,NA,89725.4335691707,NA
112460201,32,"1","11",NA,1,NA,NA,89725.4335691707,NA
112460501,66,"2","5",NA,1,NA,NA,89725.4335691707,NA
112460701,62,"1","4",NA,2,NA,NA,89725.4335691707,NA
112470101,56,"2",NA,NA,3,NA,NA,89725.4335691707,NA
112470201,58,"1","5",NA,3,NA,NA,89725.4335691707,NA
112470301,52,"2","5",NA,5,NA,NA,89725.4335691707,NA
112470302,79,"2",NA,NA,2,NA,NA,89725.4335691707,NA
112470401,28,"2","5",NA,5,NA,NA,89725.4335691707,NA
112470501,34,"2","11",NA,3,NA,NA,89725.4335691707,NA
112470701,61,"1","1",NA,4,NA,NA,89725.4335691707,NA
112470801,54,"1","3",NA,4,NA,NA,89725.4335691707,NA
112490101,61,"2",NA,NA,2,NA,NA,89725.4335691707,NA
112490201,69,"2",NA,NA,2,NA,NA,89725.4335691707,NA
112490301,31,"1","5",NA,3,NA,NA,89725.4335691707,NA
112490401,52,"1","5",NA,4,NA,NA,89725.4335691707,NA
112490501,45,"2","5",NA,2,NA,NA,89725.4335691707,NA
112490601,82,"1","-88",NA,2,NA,NA,89725.4335691707,NA
112490701,68,"1","3",NA,4,NA,NA,89725.4335691707,NA
112490801,62,"1","1",NA,1,NA,NA,89725.4335691707,NA
112490901,63,"1","5",NA,4,NA,NA,89725.4335691707,NA
112491001,33,"2",NA,NA,6,NA,NA,89725.4335691707,NA
112970101,74,"2","8","3",1,NA,NA,89725.4335691707,NA
112970201,56,"2","11","3",5,NA,NA,89725.4335691707,NA
112970301,51,"1","11","3",5,NA,NA,89725.4335691707,NA
112970501,35,"1","11","3",3,NA,NA,89725.4335691707,NA
112970601,53,"2","11","3",4,NA,NA,89725.4335691707,NA
112970701,50,"1","8","3",4,NA,NA,89725.4335691707,NA
113010101,41,"1","12",NA,3,NA,NA,89725.4335691707,NA
113010201,36,"1","11",NA,2,NA,NA,89725.4335691707,NA
113010301,60,"1","11",NA,5,NA,NA,89725.4335691707,NA
113010601,93,"2","8",NA,2,NA,NA,89725.4335691707,NA
113010701,57,"2","11",NA,3,NA,NA,89725.4335691707,NA
113010801,33,"2","12",NA,3,NA,NA,89725.4335691707,NA
113030401,42,"2","11","3",3,NA,NA,89725.4335691707,NA
113030501,55,"1","12","3",5,NA,NA,89725.4335691707,NA
113030701,72,"2","11","3",1,NA,NA,89725.4335691707,NA
113030801,54,"2","11","3",5,NA,NA,89725.4335691707,NA
113040101,40,"2","9",NA,3,NA,NA,89725.4335691707,NA
113040201,43,"1","5",NA,6,NA,NA,89725.4335691707,NA
113040401,54,"2","1",NA,4,NA,NA,89725.4335691707,NA
113040501,58,"2","1",NA,3,NA,NA,89725.4335691707,NA
113040601,40,"2","6",NA,4,NA,NA,89725.4335691707,NA
113040701,88,"1",NA,NA,3,NA,NA,89725.4335691707,NA
113130101,45,"1","11",NA,5,NA,NA,89725.4335691707,NA
113130301,59,"2","11",NA,3,NA,NA,89725.4335691707,NA
113130501,41,"2","11",NA,2,NA,NA,89725.4335691707,NA
113130601,80,"1","11",NA,2,NA,NA,89725.4335691707,NA
113130701,72,"2","8",NA,2,NA,NA,89725.4335691707,NA
113130801,41,"1","12",NA,3,NA,NA,89725.4335691707,NA
113140101,29,"1","9","2",6,NA,NA,89725.4335691707,NA
113140201,68,"2","4","2",1,NA,NA,89725.4335691707,NA
113140301,29,"2","5","2",5,NA,NA,89725.4335691707,NA
113140302,39,"2","5","2",3,NA,NA,89725.4335691707,NA
113140303,36,"2","5","2",4,NA,NA,89725.4335691707,NA
113140401,69,"1",NA,"2",1,NA,NA,89725.4335691707,NA
113140501,56,"1","11","2",1,NA,NA,89725.4335691707,NA
113140701,61,"1","5","2",2,NA,NA,89725.4335691707,NA
113190101,59,"1","5","1",3,NA,NA,89725.4335691707,NA
113190201,68,"2","1","1",2,NA,NA,89725.4335691707,NA
113190301,70,"2",NA,"1",4,NA,NA,89725.4335691707,NA
113190401,63,"2","3","1",2,NA,NA,89725.4335691707,NA
113190501,48,"1","6","1",4,NA,NA,89725.4335691707,NA
113190601,50,"2","4","1",3,NA,NA,89725.4335691707,NA
113190701,54,"2","6","1",6,NA,NA,89725.4335691707,NA
113190801,51,"2","1","1",3,NA,NA,89725.4335691707,NA
113300101,61,"1","6",NA,2,NA,NA,89725.4335691707,NA
113300401,82,"1","5",NA,8,NA,NA,89725.4335691707,NA
113300701,30,"1","11",NA,1,NA,NA,89725.4335691707,NA
113590801,39,"2","3",NA,7,NA,NA,89725.4335691707,NA
114090201,37,"2","5","2",2,NA,NA,89725.4335691707,NA
114090301,72,"2","3","2",2,NA,NA,89725.4335691707,NA
114090401,65,"2",NA,"2",2,NA,NA,89725.4335691707,NA
114090402,45,"1","3","2",4,NA,NA,89725.4335691707,NA
114090601,84,"2",NA,"2",1,NA,NA,89725.4335691707,NA
114090801,60,"2","5","2",4,NA,NA,89725.4335691707,NA
114390101,32,"2","11","2",4,NA,NA,89725.4335691707,NA
114390301,60,"1","5","2",4,NA,NA,89725.4335691707,NA
114390401,67,"2","12","2",1,NA,NA,89725.4335691707,NA
114390501,52,"1","11","2",4,NA,NA,89725.4335691707,NA
114390601,60,"2","6","2",1,NA,NA,89725.4335691707,NA
114390801,58,"2","8","2",2,NA,NA,89725.4335691707,NA
114430101,75,"1","5",NA,1,NA,NA,89725.4335691707,NA
114430201,60,"1","8",NA,4,NA,NA,89725.4335691707,NA
114430301,48,"2","6",NA,4,NA,NA,89725.4335691707,NA
114430601,42,"2","6",NA,1,NA,NA,89725.4335691707,NA
114430701,57,"1","8",NA,4,NA,NA,89725.4335691707,NA
114430801,81,"2","1",NA,1,NA,NA,89725.4335691707,NA
114530101,54,"1","3","2",4,NA,NA,89725.4335691707,NA
114530301,45,"2","5","2",3,NA,NA,89725.4335691707,NA
114530401,30,"2","6","2",3,NA,NA,89725.4335691707,NA
114530501,35,"2","6","2",4,NA,NA,89725.4335691707,NA
114530601,41,"2","6","2",3,NA,NA,89725.4335691707,NA
114530701,54,"1","6","2",3,NA,NA,89725.4335691707,NA
114530801,34,"2","5","2",3,NA,NA,89725.4335691707,NA
114540101,62,"2","5",NA,2,NA,NA,89725.4335691707,NA
114540401,46,"1","6",NA,4,NA,NA,89725.4335691707,NA
114540501,54,"1",NA,NA,3,NA,NA,89725.4335691707,NA
114540601,29,"1","11",NA,4,NA,NA,89725.4335691707,NA
114540701,33,"1","6",NA,4,NA,NA,89725.4335691707,NA
114540801,24,"2","3",NA,5,NA,NA,89725.4335691707,NA
114560201,51,"1","11",NA,4,NA,NA,89725.4335691707,NA
114560601,75,"2","11",NA,3,NA,NA,89725.4335691707,NA
114560801,48,"1","9",NA,2,NA,NA,89725.4335691707,NA
114620201,64,"1","11",NA,3,NA,NA,89725.4335691707,NA
114620301,40,"2",NA,NA,2,NA,NA,89725.4335691707,NA
114620501,84,"2","4",NA,2,NA,NA,89725.4335691707,NA
114620601,78,"1","11",NA,2,NA,NA,89725.4335691707,NA
114620801,66,"1","1",NA,4,NA,NA,89725.4335691707,NA
114620901,51,"2","8",NA,3,NA,NA,89725.4335691707,NA
114621001,23,"1","8",NA,2,NA,NA,89725.4335691707,NA
114980101,83,"2","1",NA,5,NA,NA,89725.4335691707,NA
114980301,81,"1","3",NA,3,NA,NA,89725.4335691707,NA
114980401,64,"2","5",NA,2,NA,NA,89725.4335691707,NA
114980601,66,"2","4",NA,5,NA,NA,89725.4335691707,NA
114980801,56,"1","8",NA,1,NA,NA,89725.4335691707,NA
114990801,32,"2","11","3",1,NA,NA,89725.4335691707,NA
115050101,63,"2",NA,NA,1,NA,NA,89725.4335691707,NA
115050201,25,"1",NA,NA,5,NA,NA,89725.4335691707,NA
115050301,48,"1","3",NA,3,NA,NA,89725.4335691707,NA
115050501,54,"2","5",NA,4,NA,NA,89725.4335691707,NA
115050801,60,"1","5",NA,2,NA,NA,89725.4335691707,NA
115090201,32,"1","9","2",4,NA,NA,89725.4335691707,NA
115090401,40,"1","11","2",3,NA,NA,89725.4335691707,NA
115090601,76,"1","11","2",2,NA,NA,89725.4335691707,NA
115091001,30,"2","6","2",2,NA,NA,89725.4335691707,NA
115100101,54,"2","11",NA,3,NA,NA,89725.4335691707,NA
115100701,60,"1","11",NA,3,NA,NA,89725.4335691707,NA
115300101,33,"2","5",NA,1,NA,NA,89725.4335691707,NA
115300401,60,"2","1",NA,2,NA,NA,89725.4335691707,NA
115300501,58,"1","5",NA,2,NA,NA,89725.4335691707,NA
115300701,59,"1","11",NA,4,NA,NA,89725.4335691707,NA
115300901,80,"1","6",NA,2,NA,NA,89725.4335691707,NA
115301001,79,"2","1",NA,3,NA,NA,89725.4335691707,NA
115370101,54,"1","3","1",2,NA,NA,89725.4335691707,NA
115370201,52,"1","11","1",2,NA,NA,89725.4335691707,NA
115370601,32,"2","3","1",4,NA,NA,89725.4335691707,NA
115370701,65,"2","1","1",2,NA,NA,89725.4335691707,NA
115370801,40,"1","9","1",5,NA,NA,89725.4335691707,NA
115370901,60,"2",NA,"1",5,NA,NA,89725.4335691707,NA
115371001,31,"2","11","1",4,NA,NA,89725.4335691707,NA
115400201,40,"2","11","3",2,NA,NA,89725.4335691707,NA
115400501,50,"2","11","3",1,NA,NA,89725.4335691707,NA
115400801,30,"2","7","3",2,NA,NA,89725.4335691707,NA
115540101,72,"1","6","1",3,NA,NA,89725.4335691707,NA
115540201,81,"2","3","1",1,NA,NA,89725.4335691707,NA
115540301,32,"2","8","1",3,NA,NA,89725.4335691707,NA
115540501,92,"2","3","1",3,NA,NA,89725.4335691707,NA
115540601,51,"1","3","1",1,NA,NA,89725.4335691707,NA
115540801,78,"1","1","1",2,NA,NA,89725.4335691707,NA
115570101,60,"2","1",NA,5,NA,NA,89725.4335691707,NA
115570301,80,"1","1",NA,2,NA,NA,89725.4335691707,NA
115570401,68,"1","5",NA,3,NA,NA,89725.4335691707,NA
115570501,73,"2","4",NA,3,NA,NA,89725.4335691707,NA
115570601,52,"1","5",NA,4,NA,NA,89725.4335691707,NA
115570701,65,"2",NA,NA,5,NA,NA,89725.4335691707,NA
115570801,88,"2","1",NA,2,NA,NA,89725.4335691707,NA
115670401,84,"1","9",NA,5,NA,NA,89725.4335691707,NA
115670601,59,"1","11",NA,2,NA,NA,89725.4335691707,NA
115670801,36,"2","12",NA,4,NA,NA,89725.4335691707,NA
115710401,49,"2","5","3",3,NA,NA,89725.4335691707,NA
115710601,67,"1","8","3",2,NA,NA,89725.4335691707,NA
115710701,34,"2","11","3",3,NA,NA,89725.4335691707,NA
115710801,76,"1","1","3",3,NA,NA,89725.4335691707,NA
115780401,52,"2","11",NA,3,NA,NA,89725.4335691707,NA
116140101,68,"2","3","2",3,NA,NA,89725.4335691707,NA
116140201,40,"2","5","2",3,NA,NA,89725.4335691707,NA
116140401,39,"2","5","2",4,NA,NA,89725.4335691707,NA
116140501,70,"2",NA,"2",2,NA,NA,89725.4335691707,NA
116140601,65,"2","8","2",1,NA,NA,89725.4335691707,NA
116400101,50,"2",NA,"1",4,NA,NA,89725.4335691707,NA
116400201,79,"2","1","1",1,NA,NA,89725.4335691707,NA
116400301,36,"1","1","1",4,NA,NA,89725.4335691707,NA
116400401,75,"2",NA,"1",1,NA,NA,89725.4335691707,NA
116400501,53,"1","5","1",1,NA,NA,89725.4335691707,NA
116400601,44,"2","1","1",4,NA,NA,89725.4335691707,NA
116400602,75,"1","1","1",2,NA,NA,89725.4335691707,NA
116400701,66,"1","1","1",2,NA,NA,89725.4335691707,NA
116400702,43,"1","6","1",2,NA,NA,89725.4335691707,NA
116400703,58,"2","5","1",6,NA,NA,89725.4335691707,NA
116400704,38,"1","3","1",2,NA,NA,89725.4335691707,NA
116400705,61,"1",NA,"1",1,NA,NA,89725.4335691707,NA
116450501,29,"1","6",NA,4,NA,NA,89725.4335691707,NA
116450801,40,"1","8",NA,4,NA,NA,89725.4335691707,NA
116900101,51,"2","8","2",1,NA,NA,89725.4335691707,NA
116900301,37,"2","4","2",4,NA,NA,89725.4335691707,NA
116900501,65,"1","3","2",5,NA,NA,89725.4335691707,NA
116900601,70,"1","5","2",3,NA,NA,89725.4335691707,NA
116900701,82,"1","1","2",1,NA,NA,89725.4335691707,NA
116900801,61,"1","8","2",3,NA,NA,89725.4335691707,NA
116930101,63,"1","4","2",2,NA,NA,89725.4335691707,NA
116930201,70,"1","8","2",3,NA,NA,89725.4335691707,NA
116930301,58,"2","1","2",4,NA,NA,89725.4335691707,NA
116930401,62,"2","5","2",5,NA,NA,89725.4335691707,NA
116930501,54,"2","3","2",8,NA,NA,89725.4335691707,NA
116930701,70,"1","5","2",2,NA,NA,89725.4335691707,NA
116930801,30,"1","5","2",4,NA,NA,89725.4335691707,NA
117070201,51,"1","7",NA,1,NA,NA,89725.4335691707,NA
117070301,65,"1","4",NA,6,NA,NA,89725.4335691707,NA
117070501,55,"1","1",NA,8,NA,NA,89725.4335691707,NA
117070601,23,"1","8",NA,10,NA,NA,89725.4335691707,NA
117070801,67,"1","3",NA,3,NA,NA,89725.4335691707,NA
117090101,58,"1","6","2",3,NA,NA,89725.4335691707,NA
117090201,44,"2","9","2",3,NA,NA,89725.4335691707,NA
117090301,33,"1","9","2",1,NA,NA,89725.4335691707,NA
117090601,43,"2","1","2",2,NA,NA,89725.4335691707,NA
117090801,57,"2","6","2",4,NA,NA,89725.4335691707,NA
117150101,43,"1","5","3",4,NA,NA,89725.4335691707,NA
117150201,82,"1","5","3",2,NA,NA,89725.4335691707,NA
117150301,32,"1","9","3",3,NA,NA,89725.4335691707,NA
117150601,36,"1","6","3",6,NA,NA,89725.4335691707,NA
117150701,37,"2","11","3",1,NA,NA,89725.4335691707,NA
117150801,42,"1","11","3",3,NA,NA,89725.4335691707,NA
117290401,62,"2","5","3",3,NA,NA,89725.4335691707,NA
117440101,56,"2","4","3",4,NA,NA,89725.4335691707,NA
117440401,65,"2","4","3",1,NA,NA,89725.4335691707,NA
117440501,63,"2","8","3",1,NA,NA,89725.4335691707,NA
117440701,44,"1","9","3",3,NA,NA,89725.4335691707,NA
117440801,63,"2","5","3",2,NA,NA,89725.4335691707,NA
117480301,58,"1","5",NA,2,NA,NA,89725.4335691707,NA
117480701,54,"1","1",NA,2,NA,NA,89725.4335691707,NA
117480801,72,"1","3",NA,1,NA,NA,89725.4335691707,NA
117480901,20,"1","5",NA,1,NA,NA,89725.4335691707,NA
117481001,61,"2",NA,NA,3,NA,NA,89725.4335691707,NA
117690101,39,"1","8",NA,4,NA,NA,89725.4335691707,NA
117690201,76,"2","11",NA,3,NA,NA,89725.4335691707,NA
117690301,62,"2",NA,NA,2,NA,NA,89725.4335691707,NA
117690401,68,"2","3",NA,1,NA,NA,89725.4335691707,NA
117690801,64,"2","1",NA,1,NA,NA,89725.4335691707,NA
117700401,44,"1","11",NA,5,NA,NA,89725.4335691707,NA
117700501,31,"1","11",NA,1,NA,NA,89725.4335691707,NA
117980101,62,"1","11",NA,4,NA,NA,89725.4335691707,NA
117980701,40,"1","11",NA,4,NA,NA,89725.4335691707,NA
118070101,88,"1","1","2",1,NA,NA,89725.4335691707,NA
118070201,39,"2","8","2",2,NA,NA,89725.4335691707,NA
118070202,93,"2","1","2",1,NA,NA,89725.4335691707,NA
118070301,61,"2","6","2",1,NA,NA,89725.4335691707,NA
118070401,78,"2","3","2",1,NA,NA,89725.4335691707,NA
118070501,77,"1","1","2",2,NA,NA,89725.4335691707,NA
118070601,72,"2","3","2",3,NA,NA,89725.4335691707,NA
118070701,40,"1","11","2",3,NA,NA,89725.4335691707,NA
118070801,42,"2",NA,"2",2,NA,NA,89725.4335691707,NA
118070802,42,"1","5","2",2,NA,NA,89725.4335691707,NA
118100101,80,"1","8",NA,4,NA,NA,89725.4335691707,NA
118100201,60,"2",NA,NA,2,NA,NA,89725.4335691707,NA
118100301,56,"2",NA,NA,3,NA,NA,89725.4335691707,NA
118100401,47,"2","3",NA,3,NA,NA,89725.4335691707,NA
118100501,60,"1","3",NA,5,NA,NA,89725.4335691707,NA
118100601,29,"1","7",NA,2,NA,NA,89725.4335691707,NA
118100701,66,"2","5",NA,2,NA,NA,89725.4335691707,NA
118100801,52,"1","11",NA,4,NA,NA,89725.4335691707,NA
118200801,40,"1","12",NA,3,NA,NA,89725.4335691707,NA
118450201,75,"1",NA,"1",7,NA,NA,89725.4335691707,NA
118450401,39,"1","9","1",3,NA,NA,89725.4335691707,NA
118450501,53,"1","6","1",3,NA,NA,89725.4335691707,NA
118450701,37,"1","8","1",6,NA,NA,89725.4335691707,NA
118450801,27,"1","6","1",3,NA,NA,89725.4335691707,NA
118460101,75,"2","1","2",2,NA,NA,89725.4335691707,NA
118460201,67,"2",NA,"2",2,NA,NA,89725.4335691707,NA
118460301,60,"2","1","2",3,NA,NA,89725.4335691707,NA
118460501,42,"1","11","2",5,NA,NA,89725.4335691707,NA
118460601,60,"2","6","2",2,NA,NA,89725.4335691707,NA
118530101,50,"2","5",NA,2,NA,NA,89725.4335691707,NA
118530201,72,"1","5",NA,5,NA,NA,89725.4335691707,NA
118530301,56,"2","6",NA,3,NA,NA,89725.4335691707,NA
118530401,60,"1","1",NA,2,NA,NA,89725.4335691707,NA
118530601,49,"1","6",NA,4,NA,NA,89725.4335691707,NA
118530701,53,"2","5",NA,2,NA,NA,89725.4335691707,NA
118530801,48,"2","5",NA,3,NA,NA,89725.4335691707,NA
118650301,48,"1","11","3",3,NA,NA,89725.4335691707,NA
118650401,36,"2","11","3",4,NA,NA,89725.4335691707,NA
118650501,74,"2","8","3",2,NA,NA,89725.4335691707,NA
118650601,44,"2","11","3",1,NA,NA,89725.4335691707,NA
118650701,41,"1","8","3",4,NA,NA,89725.4335691707,NA
118690501,39,"1","7",NA,1,NA,NA,89725.4335691707,NA
118800101,86,"2","11",NA,1,NA,NA,89725.4335691707,NA
118800201,70,"2","8",NA,1,NA,NA,89725.4335691707,NA
118800301,40,"2","10",NA,3,NA,NA,89725.4335691707,NA
118800501,63,"2","3",NA,1,NA,NA,89725.4335691707,NA
118800601,80,"2","5",NA,1,NA,NA,89725.4335691707,NA
118800701,72,"2","11",NA,1,NA,NA,89725.4335691707,NA
118800801,32,"2","11",NA,3,NA,NA,89725.4335691707,NA
118970101,47,"1","11",NA,2,NA,NA,89725.4335691707,NA
118970301,31,"1","11",NA,3,NA,NA,89725.4335691707,NA
118970501,35,"2","11",NA,3,NA,NA,89725.4335691707,NA
118970701,32,"2","12",NA,1,NA,NA,89725.4335691707,NA
118980101,35,"1","6","2",4,NA,NA,89725.4335691707,NA
118980201,71,"1",NA,"2",2,NA,NA,89725.4335691707,NA
118980301,29,"2","8","2",2,NA,NA,89725.4335691707,NA
118980401,70,"1","5","2",2,NA,NA,89725.4335691707,NA
118980501,56,"2","6","2",5,NA,NA,89725.4335691707,NA
118980601,20,"1","7","2",1,NA,NA,89725.4335691707,NA
118980701,46,"2","3","2",5,NA,NA,89725.4335691707,NA
118980801,52,"2","5","2",1,NA,NA,89725.4335691707,NA
119090101,46,"2","7",NA,3,NA,NA,89725.4335691707,NA
119090201,58,"1","11",NA,4,NA,NA,89725.4335691707,NA
119090601,37,"2","11",NA,1,NA,NA,89725.4335691707,NA
119090801,41,"2","6",NA,1,NA,NA,89725.4335691707,NA
119300101,51,"2","5","2",5,NA,NA,89725.4335691707,NA
119300201,67,"2","3","2",1,NA,NA,89725.4335691707,NA
119300301,64,"2","5","2",3,NA,NA,89725.4335691707,NA
119300401,57,"1","8","2",2,NA,NA,89725.4335691707,NA
119300501,62,"1",NA,"2",2,NA,NA,89725.4335691707,NA
119300601,39,"2","5","2",5,NA,NA,89725.4335691707,NA
119300701,57,"1","4","2",2,NA,NA,89725.4335691707,NA
119300801,56,"1","5","2",2,NA,NA,89725.4335691707,NA
119320401,53,"2","11",NA,5,NA,NA,89725.4335691707,NA
119320501,65,"1","11",NA,2,NA,NA,89725.4335691707,NA
119320601,37,"1","11",NA,5,NA,NA,89725.4335691707,NA
119320701,62,"2","9",NA,1,NA,NA,89725.4335691707,NA
119320801,59,"2","11",NA,5,NA,NA,89725.4335691707,NA
119340101,69,"2","5","2",3,NA,NA,89725.4335691707,NA
119340501,46,"2","5","2",1,NA,NA,89725.4335691707,NA
119340601,71,"2","1","2",6,NA,NA,89725.4335691707,NA
119340701,30,"2","11","2",3,NA,NA,89725.4335691707,NA
119340801,46,"1","3","2",7,NA,NA,89725.4335691707,NA
119370201,65,"1","11",NA,3,NA,NA,89725.4335691707,NA
119370401,43,"1","11",NA,3,NA,NA,89725.4335691707,NA
119370501,41,"1","11",NA,3,NA,NA,89725.4335691707,NA
119370601,26,"2","11",NA,3,NA,NA,89725.4335691707,NA
119370701,72,"2","8",NA,1,NA,NA,89725.4335691707,NA
119370801,41,"1","11",NA,3,NA,NA,89725.4335691707,NA
119400201,29,"2","11",NA,1,NA,NA,89725.4335691707,NA
119400501,32,"1","11",NA,2,NA,NA,89725.4335691707,NA
119400801,42,"2","8",NA,2,NA,NA,89725.4335691707,NA
119420101,59,"1","6",NA,4,NA,NA,89725.4335691707,NA
119420201,72,"2","6",NA,7,NA,NA,89725.4335691707,NA
119420301,44,"2","5",NA,7,NA,NA,89725.4335691707,NA
119420501,46,"2","5",NA,7,NA,NA,89725.4335691707,NA
119420601,74,"2","3",NA,2,NA,NA,89725.4335691707,NA
119420801,58,"2",NA,NA,2,NA,NA,89725.4335691707,NA
119650401,25,"2","5",NA,3,NA,NA,89725.4335691707,NA
119740101,58,"2","11",NA,3,NA,NA,89725.4335691707,NA
119740201,56,"2","8",NA,3,NA,NA,89725.4335691707,NA
119740601,35,"1","7",NA,3,NA,NA,89725.4335691707,NA
119740801,53,"1","8",NA,2,NA,NA,89725.4335691707,NA
119820101,29,"1","4","1",2,NA,NA,89725.4335691707,NA
119820301,65,"1",NA,"1",2,NA,NA,89725.4335691707,NA
119820401,73,"2",NA,"1",3,NA,NA,89725.4335691707,NA
119820501,29,"1","1","1",5,NA,NA,89725.4335691707,NA
119820801,64,"2","5","1",1,NA,NA,89725.4335691707,NA
119930101,53,"1",NA,NA,4,NA,NA,89725.4335691707,NA
119930201,39,"1","4",NA,6,NA,NA,89725.4335691707,NA
119930301,44,"1","5",NA,1,NA,NA,89725.4335691707,NA
119930401,43,"1",NA,NA,4,NA,NA,89725.4335691707,NA
119930601,44,"2","11",NA,3,NA,NA,89725.4335691707,NA
119930701,72,"1","1",NA,4,NA,NA,89725.4335691707,NA
119930801,36,"1","3",NA,3,NA,NA,89725.4335691707,NA
120110101,63,"1","11",NA,2,NA,NA,89725.4335691707,NA
120160401,49,"1","11","3",4,NA,NA,89725.4335691707,NA
120160501,35,"2","11","3",2,NA,NA,89725.4335691707,NA
120340501,84,"1","11",NA,2,NA,NA,89725.4335691707,NA
120420401,58,"1","5","2",3,NA,NA,89725.4335691707,NA
120420501,60,"2","8","2",1,NA,NA,89725.4335691707,NA
120460101,67,"2","8","2",2,NA,NA,89725.4335691707,NA
120460201,40,"2","7","2",3,NA,NA,89725.4335691707,NA
120460401,48,"1","8","2",4,NA,NA,89725.4335691707,NA
120460601,57,"1","5","2",4,NA,NA,89725.4335691707,NA
120460701,73,"2","1","2",2,NA,NA,89725.4335691707,NA
120460801,62,"1","5","2",1,NA,NA,89725.4335691707,NA
